campaign_id,comments,company_id,created_at,data.adjectives_bikes.0,data.adjectives_bikes.1,data.adjectives_bikes.2,data.adjectives_motors.0,data.adjectives_motors.1,data.adjectives_motors.2,data.adjectives_pubs.0,data.adjectives_pubs.1,data.adjectives_pubs.2,data.age_class,data.change.levers.0,data.change.levers.1,data.change.levers.2,data.change.motivation,data.change.other_levers,data.change2.levers.0,data.change2.levers.1,data.change2.levers.2,data.change2.motivation,data.change2.other_levers,data.comments,data.company_vehicle,data.confidentiality,data.constraints.0,data.constraints.1,data.constraints.2,data.constraints.3,data.employment_rate,data.equipments.0,data.equipments.1,data.equipments.2,data.equipments.3,data.equipments.4,data.equipments.5,data.equipments.6,data.freq_mod_bike,data.freq_mod_car,data.freq_mod_combined,data.freq_mod_journeys.0.days,data.freq_mod_journeys.0.modes.0,data.freq_mod_journeys.0.modes.1,data.freq_mod_journeys.0.modes.2,data.freq_mod_journeys.1.days,data.freq_mod_journeys.1.modes.0,data.freq_mod_journeys.1.modes.1,data.freq_mod_journeys.1.modes.2,data.freq_mod_journeys.2.days,data.freq_mod_journeys.2.modes.0,data.freq_mod_moto,data.freq_mod_pro_europe_car,data.freq_mod_pro_europe_combined,data.freq_mod_pro_europe_plane,data.freq_mod_pro_europe_train,data.freq_mod_pro_inter_car,data.freq_mod_pro_inter_combined,data.freq_mod_pro_inter_plane,data.freq_mod_pro_inter_train,data.freq_mod_pro_journeys.0.days,data.freq_mod_pro_journeys.0.destination.lat,data.freq_mod_pro_journeys.0.destination.lon,data.freq_mod_pro_journeys.0.hex_id,data.freq_mod_pro_journeys.0.mode,data.freq_mod_pro_journeys.1.days,data.freq_mod_pro_journeys.1.destination.lat,data.freq_mod_pro_journeys.1.destination.lon,data.freq_mod_pro_journeys.1.hex_id,data.freq_mod_pro_journeys.1.mode,data.freq_mod_pro_journeys.2.days,data.freq_mod_pro_journeys.2.hex_id,data.freq_mod_pro_journeys.2.mode,data.freq_mod_pro_journeys.3.days,data.freq_mod_pro_journeys.3.hex_id,data.freq_mod_pro_journeys.3.mode,data.freq_mod_pro_local_bike,data.freq_mod_pro_local_car,data.freq_mod_pro_local_combined,data.freq_mod_pro_local_journeys.0.days,data.freq_mod_pro_local_journeys.0.destination.lat,data.freq_mod_pro_local_journeys.0.destination.lon,data.freq_mod_pro_local_journeys.0.mode,data.freq_mod_pro_local_moto,data.freq_mod_pro_local_pub,data.freq_mod_pro_local_train,data.freq_mod_pro_local_walking,data.freq_mod_pro_region_car,data.freq_mod_pro_region_combined,data.freq_mod_pro_region_moto,data.freq_mod_pro_region_plane,data.freq_mod_pro_region_pub,data.freq_mod_pro_region_train,data.freq_mod_pub,data.freq_mod_train,data.freq_mod_walking,data.freq_trav_pro_inter,data.freq_trav_pro_local,data.freq_trav_pro_region,data.importance_comfort,data.importance_cost,data.importance_env,data.importance_flex,data.importance_most,data.importance_rel,data.importance_time,data.needs_bike,data.needs_car,data.needs_moto,data.needs_pub,data.needs_train,data.needs_walking,data.origin.address,data.origin.lat,data.origin.lon,data.remote_work_rate,data.terms_conditions,data.trav_pro.0,data.trav_pro.1,data.trav_pro.2,data.travel_pro,data.travel_time,data.version,data.workplace.address,data.workplace.lat,data.workplace.lon,data.workplace.name,id,token,typo.reco.access.cargo,typo.reco.access.covoit,typo.reco.access.elec,typo.reco.access.inter,typo.reco.access.marche,typo.reco.access.tpu,typo.reco.access.train,typo.reco.access.vae,typo.reco.access.velo,typo.reco.error,typo.reco.reco_dt2.0,typo.reco.reco_dt2.1,typo.reco.scores.cargo,typo.reco.scores.covoit,typo.reco.scores.elec,typo.reco.scores.inter,typo.reco.scores.marche,typo.reco.scores.tpu,typo.reco.scores.train,typo.reco.scores.vae,typo.reco.scores.velo,typo.reco.t_traj_mm.did,typo.reco.t_traj_mm.oid,typo.reco.t_traj_mm.t_tim,typo.reco.t_traj_mm.t_tp,typo.reco.t_traj_mm.t_velo,typo.reco_actions.mesure_dt1,typo.reco_actions.mesure_dt1.0,typo.reco_actions.mesure_dt1.1,typo.reco_actions.mesure_dt1.2,typo.reco_actions.mesure_dt2,typo.reco_actions.mesure_dt2.0,typo.reco_actions.mesure_dt2.1,typo.reco_actions.mesure_dt2.2,typo.reco_actions.mesure_pro.0,typo.reco_actions.mesure_pro.0.0,typo.reco_actions.mesure_pro.1,typo.reco_actions.mesure_pro.1.0,typo.reco_actions.mesure_pro.2,typo.reco_actions.mesure_pro_loc.0,typo.reco_actions.mesure_pro_regint.0,typo.reco_actions.mesures_globa.0,typo.reco_actions.mesures_globa.1,typo.reco_actions.mesures_globa.2,typo.reco_pro.reco_pro_int,typo.reco_pro.reco_pro_loc,typo.reco_pro.reco_pro_reg,typo.reco_pro.reco_pros.0,typo.reco_pro.reco_pros.1,typo.reco_pro.reco_pros.2,typo.reco_pro.reco_pros.3,updated_at
3,,2,2025-03-20T11:01:02.109401,,,,,,,,,,26-44,,,,,,,,,,,,false,,,,,,100,car_driver,bike,,,,,,0,3,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,2,0,0,0,0,0,3,3,5,4,3,2,4,2,4,4,3,2,2,Geneva CH,46.2048287,6.1430469,40,,,,,,30,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,94,MJMimjvQhD8InzWRboQ5qA,,0.7,0.7,0,0,0,0,0,0,,covoit,elec,,58,58,53,54,56,48,49,50,,,,,,,carpool_connect,,,,ev_charging,,,,,,,,,,,,,,,,,,,,2025-03-20T14:46:01.774057
1,Je ne vois pas pourquoi on me propose pas les TP (c'est Matthieu),1,2025-03-24T09:38:08.919486,cheap,fast,practical,polluting,impractical,slow,fast,cheap,practical,45-64,,,,,,,,,,,,false,,,,,,100,mob_subs,car_driver,ebike,,,,,0,3,false,,,,,,,,,,,0,,,,,0,false,10,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,5,0,0,0,0,0,11,3,2,4,4,4,3,4,3,3,4,1,4,4,4,1,,46.198495216546235,6.127561189115994,50,,,,,,15,,,46.167232978212496,6.105606128728283,,95,-8kWDW9eu9nNUBCH7F_72A,,0.7,0.7,0,0,0,0,1,0,,vae,covoit,,54,51,52,52,54,54,52,53,,,,,,,shower,bike_parking,bike_equipment,,,,,,,,,,,train_pro,wfh,wftp,,train,,train,,,,,2025-03-27T10:05:51.899603
1,,1,2025-03-25T09:18:02.425214,practical,autonomous,reliable,,,,safe,practical,reliable,45-64,,,,,,,,,,,,false,,,,,,100,bike,,,,,,,5,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,1,3,1,3,4,1,3,2,4,1,1,3,1,1,"Chemin de Chantecoucou 59, 1255 Vessy CH",46.1704352,6.1778291,40,,,,,,25,,"L’EFG Bank, Quai du Seujet 24, 8973 Geneva CH",46.2048991,6.1349585,,96,BORqw25NY7YqsZWYBSw1xg,,0.7,0.7,1,0,1,0,1,0,,vae,inter,,43,55,48,52,47,44,65,66,,,,,,,shower,bike_parking,bike_equipment,,cff_pass_ag,,,,,,,,,,,,,,,,,,,,2025-03-25T09:22:26.952002
1,,1,2025-03-26T14:30:59.309808,healthy,reliable,relax,polluting,dangerous,congested,ecological,practical,expensive,,,,,,,,,,,,,false,,,,,,100,bike,car_driver,,,,,,0,4,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,1,0,0,0,0,0,3,3,5,3,4,4,4,4,3,1,4,3,2,"Rue de Versoix, 01210 Ferney-Voltaire FR",46.259803649999995,6.1178092,40,,,,,,30,,"Place de la Navigation, 1201 Geneva CH",46.21181215,6.14968965,,98,JTleUWuuj57RbNmYK9A_PA,,0.7,0.7,1,0,1,0,1,0,,tpu,inter,,58,57,54,54,56,52,53,54,,,,,,,cff_pass_ag,,,,cff_pass_ag,,,,,,,,,,wfh,wftp,,,,,,,,,2025-03-28T09:49:42.592766
3,,2,2025-03-26T19:08:56.662811,slow,cheap,practical,cheap,practical,ecological,slow,impractical,polluting,25-44,,,,,,,,,,,,false,true,dependent,,,,100,ebike,upt_subs,train_subs,,,,,5,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,20,false,,,,,10,0,17,0,0,false,0,0,0,0,5,5,5,0,0,0,1,5,1,5,1,5,5,5,1,1,1,1,1,,46.32221859533607,6.190169713243762,40,true,local,,,,5,,,46.52042365721829,6.565911218259657,,102,I5fsadW1Mn1quYwC5Zm8Qw,,0.7,1,0,0,0,0,0,0,,elec,covoit,,44,52,52,62,54,52,69.9,70,,,,,,,ev_charging,,,,carpool_connect,,,,,,,,,,wfh,wftp,,,velo,,,,,,2025-04-07T20:04:49.189068
3,,2,2025-03-26T20:00:18.542728,reliable,bad_weather,constraining,,,,reliable,dangerous,,25-44,,,,,,,,,,,,false,,disabled,,,,90,moto,,,,,,,0,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,0,2,0,0,0,0,1,1,1,5,1,1,1,1,1,1,1,4,1,,46.19374754567585,6.151621376462458,40,,,,,,5,,,46.5312302728253,6.540037074422287,,103,jPgNg4xysTzRA1XSdQ8X8w,,1,0.7,0,0,0,0,0,0,,covoit,elec,,42,58,52,52,42,52,51,52,,,,,,,carpool_connect,,,,ev_charging,,,,,,,,,,,,,,,,,,,,2025-03-26T20:02:14.413123
3,UX Test Hugo,2,2025-03-27T08:51:42.470122,fast,cheap,ecological,expensive,polluting,congested,fast,ecological,practical,25-44,,,,,,,,,,,,false,,dependent,,,,80,bike,,,,,,,0,0,true,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,4,0,4,0,0,0,3,2,5,5,3,4,4,5,4,4,5,1,1,"Avenue des Acacias 6, 1006 Lausanne CH",46.5132475,6.6314534,20,,,,,,30,,,46.52093402579047,6.5656187753425,,104,2tywxsAB9gDaULw4fJ0Syw,,0.7,1,0,0,0,0,1,0,,vae,elec,,51,55,52,60,62,46,56,57,,,,,,,shower,bike_parking,,,ev_charging,,,,,,,,,,wfh,wftp,,,,,,,,,2025-03-27T09:16:03.097253
3,UX test Hugo,2,2025-03-27T09:18:59.261680,pleasant,autonomous,ecological,expensive,polluting,constraining,pleasant,reliable,safe,25-44,,,,,,,,,,,,false,,disabled,,,,80,upt_subs,train_subs,mob_subs,,,,,0,0,true,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,3,1,4,0,0,0,3,4,5,3,3,4,4,4,3,3,5,1,1,"Avenue de Valmont 7, 1010 Lausanne CH",46.5361331,6.6555222999999994,40,,,,,,45,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,105,iboW9bX5u1XRk7lb9FZZWA,,1,0.7,1,0,0,0,0,0,,inter,covoit,,50,49,51,60,62,48,55,56,,,,,,,cff_pass_ag,,,,carpool_connect,,,,,,,,,,wfh,wftp,,,,,,,,,2025-03-27T09:22:08.716133
1,,1,2025-03-27T10:05:55.682334,slow,expensive,impractical,slow,expensive,impractical,fast,cheap,practical,25-44,,,,,,,,,,,,false,,,,,,100,car_driver,mob_subs,,,,,,0,3,false,,,,,,,,,,,0,,,,,0,false,5,0,,,,,,,,,,,,,,,,,0,10,false,,,,,5,0,0,0,0,false,5,0,5,0,0,0,0,5,10,5,4,4,4,4,4,4,4,1,4,4,5,3,3,,46.19806457330648,6.140938281283155,40,,,,,,20,,,46.16702109738145,6.100154668858551,,106,p1SfCsHM9f2eENFffhO7lA,,0.7,0.7,0,0,1,0,1,0,,tpu,vae,,59,59,55,56,55,51,46,47,,,,,,,cff_pass_ag,,,,shower,bike_parking,bike_equipment,,,,,,tpu_pro,train_pro,wfh,wftp,,train,tpu,train,,,,,2025-03-27T10:15:39.273018
3,,2,2025-03-27T16:48:01.777506,cheap,practical,ecological,dangerous,tiring,congested,impractical,autonomous,relax,25-44,,,,,,,,,,,,false,,heavy,,,,100,car_driver,moto,,,,,,0,5,false,,,,,,,,,,,5,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,8,0,0,0,0,0,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.20690742020784,6.140662859771766,40,,region,,,,0,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,107,xB4KvDbQOahlX7SJTDb1Fg,,0.7,1,0,0,0,0,0,0,,elec,covoit,,57,57,52,54,47,47,46.9,47,,,,,,,ev_charging,,,,carpool_connect,,,,,,,,,,wfh,wftp,,,,elec,,,,,2025-04-02T12:52:19.595353
3,,2,2025-03-28T09:50:13.498023,healthy,pleasant,ecological,tiring,congested,polluting,relax,safe,practical,25-44,,,,,,,,,,,,false,,night,,,,100,bike,car_driver,,,,,,0,3,false,,,,,,,,,,,0,,,,,1,false,1,1,,,,,,,,,,,,,,,,,1,2,false,,,,,0,1,0,0,2,false,0,0,0,2,0,2,0,,,,2,3,5,4,4,3,4,4,2,2,4,4,1,,46.215925919713726,6.148611689883069,20,,region,local,inter,,60,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,108,pnjvoKiK7gK9epkW1ydz-g,,0.7,0.7,0,0,1,1,0,0,,train,tpu,,54,52,55,52,55,58,54.9,55,,,,,,,cff_pass_ag,,,,tpg_pass,,,,,,,,train_pro,train_pro,wfh,wftp,,train,train,train,,,,,2025-04-01T07:50:55.257376
3,,2,2025-04-01T07:51:06.499131,,,,,,,,,,65+,,,,,,,,,,,,false,,,,,,100,bike,car_driver,,,,,,0,3,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,2,0,0,,,,5,2,5,3,3,4,4,4,3,2,3,4,1,,46.22151502455611,6.1033962555274,40,,,,,,0,,,46.52162693765496,6.5646899220817545,,109,Mbt3ngHNP_Hnuq1GHaxEcA,,0.7,0.7,0,0,0,0,0,0,,elec,covoit,,57,59,56,52,54,54,50.9,51,,,,,,,ev_charging,,,,carpool_connect,,,,,,,,,,wfh,wftp,,,,,,,,,2025-04-01T07:52:51.941857
1,,1,2025-04-01T08:01:32.640777,,,,,,,,,,45-64,,,,,,,,,,,,false,,,,,,100,,,,,,,,0,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.20809571045919,6.14128513226251,40,,,,,,0,,,46.1649607177653,6.103704360851651,,110,8dL9nxyBk-ZMOEKvZZGAng,,0.7,0.7,0,0,0,0,0,0,,covoit,elec,,47,47,47,52,47,47,46.9,47,,,,,,,,,,,,,,,,,,,,,wfh,wftp,,,,,,,,,2025-04-01T08:02:12.074981
1,,1,2025-04-01T08:04:38.277092,fast,cheap,practical,dangerous,tiring,congested,ecological,relax,pleasant,45-64,,,,,,,,,,,,false,,,,,,100,bike,train_subs,car_driver,,,,,3,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,2,5,0,0,0,,,,5,5,5,1,5,5,5,5,1,1,2,5,5,,46.205137474248374,6.181274161573526,40,,region,,,,15,,,46.19985716946459,6.156861607523325,,111,875NnEH_GIGI6N1E4gc5aw,,0.7,0.7,0,0,1,1,1,1,,velo,vae,,49,43,51,60,51,57,58.9,59,,,,,,,shower,bike_parking,bike_equipment,,shower,bike_parking,bike_equipment,,,,,,,train_pro,wfh,wftp,,,,train,,,,,2025-04-01T08:19:04.039064
3,,2,2025-04-01T09:03:56.116099,,,,,,,,,,25-44,,,,,,,,,,,,false,,,,,,100,,,,,,,,0,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,45.92310243280289,6.685869930004145,40,,,,,,20,,,46.52151982210415,6.565360276783764,,112,crdHUfIpqjQbBzEeRMXOzg,,0.7,0.7,1,0,0,0,0,0,,inter,covoit,,47,47,47,52,47,47,46.9,47,,,,,,,cff_pass_ag,,,,carpool_connect,,,,,,,,,,wfh,wftp,,,,,,,,,2025-04-01T09:12:38.931564
3,,2,2025-04-01T09:04:21.812746,healthy,autonomous,fast,slow,expensive,impractical,fast,practical,autonomous,25-44,,,,,,,,,,,,false,true,dependent,,,,100,train_subs,,,,,,,0,0,true,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,4,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"Avenue des Acacias 6, 1006 Lausanne CH",46.5132475,6.6314534,40,true,,,,,10,,,46.520932001645406,6.56558800616537,,113,5Sm-vyWWIj-3V7-El0HEhw,,0.7,1,0,0,0,1,1,1,,train,velo,,47,47,51,52,55,51,46.9,47,,,,,,,cff_pass_ag,,,,shower,bike_parking,,,,,,,,,wfh,wftp,Bike to Mars,,,,,,,,2025-04-14T13:42:26.059110
1,,1,2025-04-02T09:12:52.720384,,,,,,,,,,65+,,,,,,,,,,,,false,,night,disabled,,,100,car_driver,moto,,,,,,0,4,false,,,,,,,,,,,2,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.206966819832985,6.143516730162986,40,,,,,,30,,Route de la Galaise 32 1228 Plan-les-Ouates CH,46.1677445,6.1029748,,115,7o0cuTzmRG7AbXje2Zfobg,,1,1,0,0,1,1,0,0,,covoit,elec,,55,55,51,52,47,47,46.9,47,,,,,,,carpool_connect,carpool_parking,,,ev_charging,,,,,,,,,,wftp,,,,,,,,,,2025-04-14T15:54:18.744820
3,,2,2025-04-14T13:26:10.422985,,,,,,,,,,45-64,,,,,,,,,,,,false,true,,,,,100,mob_subs,moto,,,,,,0,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,5,5,5,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,"Rue de la Gare, 1296 Coppet CH",46.317287199999996,6.1878952,40,true,,,,,40,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,118,YPPy2kC6jJolHhR3S0kQgQ,,0.7,0.7,0,0,0,1,0,0,,train,covoit,,47,47,52,62,57,57,46.9,47,,,,,,,cff_pass_ag,,,,carpool_connect,,,,,,,,,,wfh,wftp,Bike to Mars,,,,,,,,2025-04-14T13:43:13.821491
3,,2,2025-04-14T14:33:33.968344,,,,,,,,,,45-64,,,,,,,,,,,,false,true,,,,,100,bike,,,,,,,5,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.269745783155486,6.161775166468686,40,true,,,,,45,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,119,8WPEsRpJeeL7a1t15qMRyg,,0.7,0.7,0,0,0,1,0,0,,train,covoit,,47,47,47,52,47,47,56.9,57,,,,,,,cff_pass_ag,,,,carpool_connect,,,,,,,,,,wfh,wftp,En vélo sur mars,,,,,,,,2025-04-14T14:39:19.105300
3,,2,2025-04-15T15:23:41.968848,slow,tiring,bad_weather,constraining,pleasant,cheap,fast,unpleasant,,25-44,,,,,,,,,,,,false,true,,,,,100,train_subs,ebike,,,,,,3,0,true,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,15,0,false,,,,,0,5,5,10,0,false,0,0,0,0,4,3,2,,,,5,5,4,4,3,4,4,3,5,4,4,5,2,,46.20323639861067,6.1428472505287175,40,true,local,,,,25,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,121,E6Iq_DAcuoe8rVLV4ylp6A,,0.7,0.7,0,0,0,0,0,0,,elec,covoit,,55,56,60,58,60,59,57.9,58,,,,,,,ev_charging,,,,carpool_connect,,,,,,,,,,wfh,wftp,En vélo sur mars,,velo,,,,,,2025-04-15T15:26:58.797976
3,,2,2025-05-05T12:20:05.535738,healthy,practical,fast,polluting,autonomous,practical,congested,constraining,cheap,25-44,,,,,,,,,,,,false,true,heavy,,,,100,bike,,,,,,,4,0,false,,,,,,,,,,,0,,,,,1,true,1,1,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,1,0,0,,,,2,3,3,3,4,4,4,5,1,4,5,1,1,,46.21380998666362,6.150713483477347,5,true,inter,,,,25,,,46.1953277621345,6.14173548689638,,122,0ZxmxbX3b5AgwZ8VpMYS_A,,0.7,1,0,0,1,1,0,0,,tpu,train,,47,46,47,52,58,48,61.9,62,,,,,,,tpg_pass,,,,cff_pass_ag,,,,,,,,,train_pro,wfh,wftp,Bike to Mars,train,,,,,,,2025-05-19T06:17:42.834997
3,,2,2025-05-08T08:35:44.248809,,,,,,,,,,16-24,,,,,,,,,,,,false,true,,,,,100,,,,,,,,0,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.973759963931656,4.100859583033383,40,true,inter,,,,5,,,46.278942551790436,-0.14242888563913425,,123,q-lNabR5ughd5nYzs35nmA,,,,,,,,,,'t_tp',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-08T08:37:03.933169
3,,2,2025-07-10T06:16:28.507141,,,,,,,,,,,,,,,,,,,,,,false,true,,,,,100,,,,,,,,0,0,false,,,,,,,,,,,0,,,,,0,false,0,0,,,,,,,,,,,,,,,,,0,0,false,,,,,0,0,0,0,0,false,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.20445415944272,6.145765493937176,40,true,,,,,5,,,46.51948607559197,6.569147034953488,,126,4ysNGvEEfR2cXvONwOmuyw,,0.7,0.7,0,0,0,0,0,0,,covoit,elec,,47,47,47,52,47,47,47,47,,,,,,,carpool_connect,,,,ev_charging,,,,,,,,,,wfh,wftp,En vélo sur mars,,,,,,,,2025-07-11T13:47:18.238628
3,,2,2025-09-01T14:25:43.433169,,,,,,,,,,45-64,,,,,,,,,,,,false,true,,,,,100,ebike,car_driver,bike,,,,,3,0,false,5,carpool,,,,,,,,,0,0,false,0,0,0,false,0,0,12,46.52726070140534,6.545247267576457,821f87fffffffff,pub,2,47.016009172528754,-73.29757299215495,81603ffffffffff,plane,,,,,,,0,0,false,7,46.809972414353325,4.165333937499071,car,0,0,0,0,0,false,0,0,0,0,4,4,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.53429409743336,6.5848684193669555,40,true,local,,,true,35,,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,128,UXFCQx8829DELMtUcAftMg,0,0.7,0.7,0,1,0,1,1,1,,marche,velo,47,52,47,47,63,47,47,47,47,,,,,,,,,,,shower,bike_parking,,,train_pro,,,,,,wfh,wftp,En vélo sur mars,,,,train,avoid,,,2025-10-01T10:15:21.962407
3,,2,2025-09-16T19:37:52.889433,,,,,,,,,,45-64,collective,environment,,0,,,,,,,,false,true,night,,,,100,train_subs,,,,,,,,,,3,bike,train,bike,2,car,,,,,,,,,,,,,,3,,,851f822ffffffff,car,1,,,821fb7fffffffff,train,161,812b3ffffffffff,plane,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,1,4,,46.417686419072226,6.2867194845134975,40,true,,,,true,5,2.0.0,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,133,EtyqBJGs25pvr-DRg5kwbw,0.8,0.7,0.7,1,0,0,1,0.9,1,,velo,train,62,47,47,56,72,47,56,56,62,,,,,,,shower,bike_parking,,,cff_pass_ag,,,,,,train_pro,,,,wfh,wftp,Bike to Mars,,,,elec,train,avoid,,2025-09-30T11:40:57.435596
3,,2,2025-09-30T06:23:30.553284,,,,,,,,,,25-44,,,,0,,,,,,,,false,true,dependent,,,,100,bike,ebike,car_driver,car_passenger,car,,,,,,5,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,1,1,4,5,3,1,4,2,2,"Avenue des Acacias 6, 1006 Lausanne CH",46.5132475,6.6314534,40,true,,,,false,20,2.0.0,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,143,r7xDnVDC2QafMyfvI_qQ_A,1,0.7,0.9,0,0,0,1,0,0,,cargo,train,63,50,40,47,66,60,46,58,63,,,,,,cargo,,,,,cff_pass_ag,,,,,,,,,,wfh,wftp,Bike to Mars,,,,,,,,2025-11-18T13:36:45.562004
5,,3,2025-09-30T08:19:10.046820,,,,,,,,,,25-44,,,,,,,,,,,,false,true,,,,,100,bike,car_driver,train_subs,upt_subs,,,,,,,3,bike,,,2,pub,,,,,,,,,,,,,,8,,,851f91affffffff,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,5,5,5,2,5,1,1,1,5,5,,46.25752928629154,6.113440772325788,20,true,,,,true,40,2.0.0,,46.16552172746694,6.102724407100709,,148,_ZZWZ5hMU9v_04s6Cm2H_g,0.8,0.7,0.7,0,0,1,0,1,1,,velo,vae,63,45,50,54,75,51,59,57,63,,,,,,,"Liste des aides disponibles au sein de l'organisation pour les cyclistes (subventions, accès à des douches et des casiers, parking à vélos sécurisé, etc.)",,,,"Liste des aides disponibles au sein de l'organisation pour les cyclistes (subventions, accès à des douches et des casiers, parking à vélos sécurisé, etc.)",,,,,,,,,,"Liste des aides disponibles dans l'organisation (télétravail, horaires adaptables...)",,,,,,bike,,,,2025-09-30T08:23:17.278400
3,,2,2025-10-01T12:12:24.473291,,,,,,,,,,45-64,,,,0,,,,,,,,false,true,none,,,,100,bike,train_subs,car_driver,,,,,,,,5,car,,,,,,,,,,,,,,,,,,1,,,821f27fffffffff,plane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.53197518712355,6.559894633176469,40,true,,,,true,30,2.0.0,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,155,e3P4NtXOEZ42li8HTR4s_g,0,0.7,0.7,0,1,0,1,1,1,,marche,velo,47,47,47,47,63,47,47,47,47,,,,,,,,,,,shower,bike_parking,,,,,,,,,wfh,wftp,Bike to Mars,,,,avoid,,,,2025-10-09T09:05:10.566426
